id_imovel,imovel,telefone,fax,email,cj,num_varas_instaladas,entrancia,comarca_tjsp,dist_capital,tensao_eletrica,endereco_lougradouro,endereco_cep,endereco_municipio,endereco_uf
711,Fórum II de Neves Paulista (CEJUSC),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Rui Barbosa , 100 - Centro",15120-000,Neves Paulista,SP
712,Fórum II Novo Horizonte (CEJUSC),(17) 3542-7363,Não Informado,Não Informado,Catanduva,0,Entrância Inicial,Novo Horizonte,352.11,220V,"Rua Cesário de Castilho , 793 - Centro",14960-022,Novo Horizonte,SP
713,Fórum Olímpia V - (CEJUSC),(17) 3279-7610,Não Informado,Não Informado,Barretos,0,Entrância Intermediária,Olímpia,390.85,110V,"Rua Duque de Caxias , 554 - Patrimônio de São João Batista",15400-095,Olímpia,SP
714,Fórum II da Comarca de Orlândia (CEJUSC),(16) 2174-6222,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Avenida 02 , 757 - centro",14620-000,Orlândia,SP
715,Fórum Osasco (CEJUSC),(11) 3683-8950,Não Informado,Não Informado,Osasco,0,Entrância Final,Osasco,15.99,110V,"Avenida dos Autonomistas , 3107 - CENTRO",06090-023,Osasco,SP
716,Fórum ca Comarca de Ouroeste II (CEJUSC),Não Informado,Não Informado,Não Informado,Fernandópolis,0,Entrância Inicial,Ouroeste,551.62,110V,"Rua Brás Cubas , 1315 - Centro",15685-000,Ouroeste,SP
717,Fórum II Panorama (CEJUSC) [Inativado],(18) 3871-3691,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Aurora Francisco de Camargo , 718 - Centro",17980-000,Panorama,SP
718,Fórum II Paulínia (CEJUSC),(19) 3844-0274,(19) 3578-8635,Não Informado,Campinas,0,Entrância Intermediária,Paulínia,102.28,110V,"Avenida Getúlio Vargas , 451 - Nova Paulínia",13140-315,Paulínia,SP
719,X-Fórum II Pereira Barreto (CEJUSC) [desativado],Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Francisco Paschoal Netto , 1360 - Centro",15370-000,Pereira Barreto,SP
720,Fórum Piedade III (CEJUSC),(15) 3244-2999,(15) 2102-5902,Não Informado,Sorocaba,0,Entrância Inicial,Piedade,82.71,110V,"Rua Marechal Deodoro da Fonseca , 198 - centro",18170-000,Piedade,SP
721,Fórum Piracicaba V - (CEJUSC) [DESATIVADO],(19) 3372-3100,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua bernardino de Campos , 55 - dos Alemães",13417-901,Piracicaba,SP
722,CEJUSC -  Piraju [desativado],(14) 3351-4457,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua João Hailer , 837 - Centro",18800-000,Piraju,SP
723,Fórum Poá III (CEJUSC),(11) 4634-3447,Não Informado,Não Informado,Mogi das Cruzes,0,Entrância Intermediária,Poá,29.75,110V,"Av. Pref. Jorge Francisco Correia Allen , 87 - Centro",08562-000,Poá,SP
724,Fórum Porto Ferreira III - (CEJUSC),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Dr. Carlindo Valeriani , 525 - Centro",13660-000,Porto Ferreira,SP
725,Fórum Presidente Prudente II (CEJUSC),(18) 3399-1100,Não Informado,Não Informado,Presidente Prudente,0,Entrância Final,Presidente Prudente,512.04,110V,"Rua Marechal Floriano Peixoto , 342 - Vila Marcondes",19030020,Presidente Prudente,SP
726,Fórum São Manuel III (CEJUSC),Não Informado,Não Informado,Não Informado,Botucatu,0,Entrância Inicial,São Manuel,217.7,110V,"Vicinal Dr. Nilo Lisboa Chavasco , 5000, Bloco A - Faculdade Marechal Rondon",18650-000,São Manuel,SP
727,Fórum Sumaré III - Cejusc,Não Informado,Não Informado,Não Informado,Americana,0,Entrância Final,Sumaré,103.32,110V,"Rua João Francisco Ramos , 35 - não declarado",13170-028,Sumaré,SP
728,Fórum Suzano II - (Cejusc),(11) 4747-6961,Não Informado,Não Informado,Mogi das Cruzes,0,Entrância Final,Suzano,33.13,110V,"Rua Baruel , 126 - Centro",08675-000,Suzano,SP
729,Fórum Taubaté V - (Cejusc),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Alemanha , 179 - Jardim das Nações",12030-430,Taubaté,SP
730,Fórum da Comarca de Tietê II (Cejusc) (Desativado),(15) 3282-7083,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Av. XI de Agosto , 130 - Centro",18530-000,Tietê,SP
731,Forum de Tupã III - Cejusc [DESATIVADO],(14) 3491-3116,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Avenida Doutor Edu Teixeira de Mendonça , 615 - Jardim América",17605-240,Tupã,SP
732,Fórum da Comarca de Urânia II (Cejusc),Não Informado,Não Informado,Não Informado,Jales,0,Entrância Inicial,Urânia,552.82,110V,"Rua Ademar de Barros , 1825 - Nossa Senhora de Fátima",15760-000,Urânia,SP
733,Prédio do CEJUSC I Sorocaba,(15) 3211-1391,Não Informado,Não Informado,Sorocaba,0,Entrância Final,Sorocaba,83.96,110V,"Rua: Eulália da Silva , 318 - Jardim Faculdade",18030-230,Sorocaba,SP
734,Prédio do CEJUSC II Sorocaba – Casa do Cidadão de Brigadeiro Tobias,(15) 3211-1391,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Avenida Bandeirantes , 4155 - não consta",18108-000,Sorocaba,SP
735,Prédio do CEJUSC III Sorocaba – Casa do Cidadão do Éden,(15) 3211-1391,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Bonifácio de Oliveira , 80 - não consta",18103-970,Sorocaba,SP
736,Prédio do CEJUSC IV Sorocaba – Casa do Cidadão de Ipanema,(15) 3211-1391,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Avenida Ipanema , 3439 - não consta",18070-971,Sorocaba,SP
737,Prédio do CEJUSC V Sorocaba – Casa do Cidadão da Itavuvu,(15) 3211-1391,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Avenida Itavuvu , 3415 - não consta",18078-970,Sorocaba,SP
738,Prédio do CEJUSC VI Sorocaba – Casa do Cidadão do Jardim Ipiranga,(15) 3211-1391,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Estado de Israel , 424 - não consta",18055-970,Sorocaba,SP
739,Central de Mandados,Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Avenida Rio Grande do Sul , 1815 - Indaiá",11665-030,Caraguatatuba,SP
741,Prédio da Tabatinguera 164,Não Informado,Não Informado,Não Informado,São Paulo,0,Não Informado,São Paulo,0.0,110V,"Rua Tabatinguera , 164 - Centro",01020-000,São Paulo,SP
742,"Fórum Santa Cruz das Palmeiras II (S. Técnico, CEJUSC e Cart. Eleitoral)",(19) 3672-9481,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Santa Cruz , 468 - Centro",13650-013,Santa Cruz das Palmeiras,SP
743,Fórum III  Mongaguá (desativado),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Av. São Paulo , 300 - Vila São Paulo",11730-000,Mongaguá,SP
744,Fórum Ibitinga (Arquivo) III,Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Bom Jesus , 628 - Centro",14940-000,Ibitinga,SP
745,Fórum de Campo Limpo Paulista (Anexo),Não Informado,Não Informado,Não Informado,Jundiaí,0,Entrância Intermediária,Campo Limpo Paulista,40.92,220V,"Rua Marechal Deodoro da Fonseca , 530 - Vila Tavares",13230-130,Campo Limpo Paulista,SP
746,Residencia oficial,Não Informado,Não Informado,Não Informado,Barretos,0,Entrância Inicial,Guaíra,398.52,110V,"Av. 13 , 109 - Centro",14790-000,Guaíra,SP
747,Fórum Peruíbe I,Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Nilo Soares Ferreira , 185 - Centro",11750-000,Peruíbe,SP
748,Fórum Mococa II (Residência),Não Informado,Não Informado,Não Informado,Casa Branca,0,Entrância Intermediária,Mococa,234.36,110V,"Rua Cap. José de Figueiredo , 191 - Centro",13730050,Mococa,SP
749,Fórum Bastos [desativado],(14) 3478-3001,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Vereador Shigueru Shida , 41 - Jardim Hikari",17690-000,Bastos,SP
750,Fórum Espírito Santo do Pinhal III (CEJUSC),(19) 3651-9612,Não Informado,Não Informado,São João da Boa Vista,0,Entrância Inicial,Espírito Santo do Pinhal,151.27,110V,"Avenida Hélio Vergueiro Leite , s/n - (UNIPINHAL)",13990-000,Espírito Santo do Pinhal,SP
751,Fórum Iacanga III (CEJUSC),(14) 3294-2119,(14) 3294-2119,Não Informado,Araraquara,1,Entrância Inicial,Iacanga,306.62,110V,"Avenida Rui Barbosa , 590 - centro",17180-033,Iacanga,SP
752,Fórum Nova Granada II (CEJUSC),(17) 2176-5954,Não Informado,Não Informado,São José do Rio Preto,1,Entrância Inicial,Nova Granada,434.12,110V,"Av Hildeberto de Albuquerque Ferreira , 1001 - Centro",15440-000,Nova Granada,SP
753,Fórum Santo André II - (CEJUSC) [DESATIVADO],(11) 4427-5617,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Avenida Dom Pedro II , 278 - Jardim",09080-000,Santo André,SP
754,Fórum Santos IV - (CEJUSC) (Desativado),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Amador Bueno , 249 - Centro",11013-153,Santos,SP
755,Fórum São Caetano do Sul II - (CEJUSC),(11) 4239-3366,Não Informado,Não Informado,Santo André,0,Entrância Final,São Caetano do Sul,12.02,110V,"avenida goiás , 3400 - barcelona",09550051,São Caetano do Sul,SP
756,Fórum São Carlos III - (CEJUSC) (Desativado),(16) 2106-8921,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Sorbone , 375 - Centro",13560-760,São Carlos,SP
759,CEJUSC - Taboão da Serra,(11) 4701-0918,Não Informado,Não Informado,Itapecerica da Serra,0,Entrância Final,Taboão da Serra,13.35,110V,"Rua Nair Marquês de Souza , 165 - Jd. Maria Rosa",06763-280,Taboão da Serra,SP
760,CEJUSC - Itatinga,(14) 3848-3039,Não Informado,Não Informado,Botucatu,0,Entrância Inicial,Itatinga,208.15,110V,"Rua São João , 410 - Vila Prete",18690000,Itatinga,SP
761,Fórum Fernandópolis III (CEJUSC),Não Informado,Não Informado,Não Informado,Fernandópolis,0,Entrância Final,Fernandópolis,519.93,110V,"Avenida dos Arnaldos , 1929/1933 - Parque Estoril",15600-306,Fernandópolis,SP
762,Fórum Santa Cruz das Palmeiras II (CEJUSC),(19) 3672-9481,Não Informado,Não Informado,Casa Branca,1,Entrância Inicial,Santa Cruz das Palmeiras,201.42,220V,"Avenida do Café , 665 - Centro",13650-013,Santa Cruz das Palmeiras,SP
763,Fórum Santos V - (Deecrim) (Desativado),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Martim Afonso , 4/10 - Centro",11010-060,Santos,SP
764,Tribunal de Justiça (prov1),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Pça da Sé , s/n - Centro",03000-000,São Paulo,SP
765,Fórum Mirandópolis (Arquivo),Não Informado,Não Informado,Não Informado,Andradina,0,Entrância Inicial,Mirandópolis,531.92,110V,"Praça João XXIII , 135 - Centro",16800-000,Mirandópolis,SP
766,Fórum Cotia II - Arquivo,Não Informado,Não Informado,Não Informado,Itapecerica da Serra,0,Entrância Intermediária,Cotia,29.5,110V,"Rua Jorge Caixe , 306 - Parque Bahia",06716-690,Cotia,SP
767,CEJUSC - Cubatão (SESI),(13) 3365-2117,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Avenida Comendador Francisco Bernardo , 261 - Parque São Luiz",11533-360,Cubatão,SP
768,Fórum Santa Cruz do Rio Pardo (Juizado Especial Cível),(14) 2227-1351,Não Informado,Não Informado,Ourinhos,0,Entrância Intermediária,Santa Cruz do Rio Pardo,314.61,110V,"Pça Dr. Pedro Cesar Sampaio , 31 - Centro",18900-027,Santa Cruz do Rio Pardo,SP
769,X-Fórum Regional IV Lapa IV - CEJUSC [desativado],Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Clemente Álvares , 120 - .Lapa",05074-050,São Paulo,SP
770,CEJUSC Jardinópolis II,(16) 3663-0875,Não Informado,Não Informado,Ribeirão Preto,0,Entrância Inicial,Jardinópolis,304.3,110V,"Rua Sete de Setembro , 241 - Centro",14680000,Jardinópolis,SP
771,Fórum II de Mogi das Cruzes - Braz Cubas (Criminal),(11) 2823-8109,Não Informado,Não Informado,Mogi das Cruzes,2,Entrância Final,Mogi das Cruzes,45.75,110V,"Av. Valentina Mello Freire Borenstein , 331 - Vila São Francisco",08735-270,Mogi das Cruzes,SP
772,Fórum José Bonifácio I (Principal),(17) 3245-9601,(17) 3245-9609,josebonifacioadm@tjsp.jus.br,São José do Rio Preto,2,Entrância Inicial,José Bonifácio,418.94,110V,"Av. Monsenhor Ângelo Angioni , 1.000 - Jd. das Palmeiras",15200-000,José Bonifácio,SP
773,Fórum Guarulhos IX - (CEJUSC II),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua José de Andrade , 275 - Jd. Santa Francisca",07024-001,Guarulhos,SP
774,Fórum II Rio Grande da Serra,Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Agostinho Cardoso , 176 - Vila Figueiredo",09450-000,Rio Grande da Serra,SP
775,Fórum Bragança Paulista IV (Res. Oficial),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Aparício Valle , 195 - Jardim Nova Bragança",12914-460,Bragança Paulista,SP
776,Fórum Bragança Paulista [desativado],Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Voluntário Benjamin Capusso , s/n - Vila Bianchi",12910-280,Bragança Paulista,SP
777,Fórum Taubaté V - (Cartório Setor Técnico),(12) 2124-9370,Não Informado,Não Informado,Taubaté,0,Entrância Final,Taubaté,124.73,220V,"Rua Conselheiro Moreira de Barros , 75 - Centro",12010-080,Taubaté,SP
778,Fórum da Comarca de Tietê III (Cartório Eleitoral),(15) 3282-3133,Não Informado,Não Informado,Piracicaba,0,Entrância Inicial,Tietê,120.81,110V,"Rua Lara Campos , 105 - Centro",18530-000,Tietê,SP
779,Fórum Mogi Guaçu IV - Setor Técnico [DESATIVADO],(19) 3019-2551,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Waldomiro Martini , 118 - CENTRO",13840-054,Mogi Guaçu,SP
780,Fórum Regional IV Lapa  - JEC,(11) 2868-6849,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Clemente Álvares , 100 - Lapa",05074-050,São Paulo,SP
781,Fórum I Matão,(16) 3221-1901,Não Informado,mataoadm@tjsp.jus.br,Araraquara,5,Entrância Intermediária,Matão,279.85,110V,"Rua Leandro Bocchi , 560 - Residencial Monte Carlo",15991-152,Matão,SP
782,Fórum III Leme - (CEJUSC),(19) 2133-9014,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"RUA BERNARDINO DE CAMPOS , 770 - Centro",13610901,Leme,SP
783,Fórum da Comarca de São Sebastião da Grama (JEC),(19) 3646-3127,Não Informado,Não Informado,Casa Branca,0,Entrância Inicial,São Sebastião da Grama,205.14,220V,"Praça São Sebastião , s/n, sala nº 101 - Centro",13790-000,São Sebastião da Grama,SP
784,Anexo do Juizado Especial Cível da Lapa (UNIP),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Av. Santa Marina , 950 - Água Branca",05036-000,São Paulo,SP
785,Museu do Tribunal de Justiça - GADE 9 de Julho,(11) 4635-9475,(11) 4635-9729,Não Informado,São Paulo,0,Não Informado,São Paulo,0.0,110V,"Rua Conde de Sarzedas , 62/100 - Liberdade",01512-000,São Paulo,SP
786,Fórum São Joaquim da Barra II [desativado],Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Praça Magino Diniz Junqueira , 30 - Centro",14600-000,São Joaquim da Barra,SP
787,Fórum Presidente Prudente [desativado],Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Avenida Coronel José Soares Marcondes , 3139 - Jardim Bongiovani",19050-230,Presidente Prudente,SP
788,Fórum Dracena IV - (CEJUSC - POSTO AVANÇADO) [Desativado],Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Avenida José Bonifácio , 950 - Centro",17900-165,Dracena,SP
790,Fórum Caconde  IV -  (CEJUSC),(19) 3662-2015,Não Informado,Não Informado,Casa Branca,0,Entrância Inicial,Caconde,224.49,110V,"Rua Benedito de Oliveira Santos , 55 - Fundos - Cetnro",13770-000,Caconde,SP
791,Fórum Serra Negra IV - (ARQUIVO e a SADM),(19) 2152-5260,Não Informado,Não Informado,Amparo,0,Entrância Inicial,Serra Negra,104.29,110V,"Praça Barão do Rio Branco , s/nº - Centro",13930-000,Serra Negra,SP
792,Fórum da Comarca de Cesário Lange,(15) 3415-5151,Não Informado,Não Informado,Itapetininga,1,Entrância Inicial,Cesário Lange,139.06,110V,"Rua do Comércio , 691 - Centro",18285-000,Cesário Lange,SP
793,Fórum II Ribeirão Bonito,Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua João Alves Delfino , 304 - Centro",13580000,Ribeirão Bonito,SP
794,Fórum II Angatuba (Residência Oficial),(15) 3255-9813,Não Informado,Não Informado,Itapetininga,0,Entrância Inicial,Angatuba,181.28,110V,"rua publio de almeida melo , 832 - Centro",18240000,Angatuba,SP
795,Fórum Rio Claro V - (Estacionamento),Não Informado,Não Informado,Não Informado,Rio Claro,0,Entrância Final,Rio Claro,157.95,110V,"Avenida 07 , 606 - Centro",13500370,Rio Claro,SP
796,Fórum Ipaussu III (Terreno),Não Informado,Não Informado,Não Informado,Ourinhos,0,Entrância Inicial,Ipaussu,310.17,110V,"Av. Emília Rodrigues Moraes Leite , 1555 - Centro",18950-500,Ipaussu,SP
797,Fórum II Tupi Paulista,Não Informado,Não Informado,Não Informado,Dracena,0,Entrância Inicial,Tupi Paulista,561.35,110V,"Rua Princesa Isabel , 385 - Centro",17930-000,Tupi Paulista,SP
798,Fórum II Guararapes (Residência Oficial),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Seis de Junho , 604 - Centro",00000000,Guararapes,SP
799,Fórum II Monte Azul Paulista (Residência Oficial),Não Informado,Não Informado,Não Informado,Barretos,0,Entrância Inicial,Monte Azul Paulista,358.9,110V,"Rua Quintino Bocaiuva , 44 - Centro",14730000,Monte Azul Paulista,SP
800,Fórum Maracaí III - Anexo do Ofício  - Seção Criminal,(18) 3371-8601,(18) 3371-8603,maracai@tjsp.jus.br,Assis,1,Entrância Inicial,Maracaí,425.27,220V,"Avenida São Paulo , 424-B - Centro",19840-011,Maracaí,SP
801,Fórum II Birigui (Depósito),Não Informado,Não Informado,Não Informado,Araçatuba,0,Entrância Intermediária,Birigui,456.07,110V,"na Rua Belmont , 962 - Não informado",00000000,Birigui,SP
802,Fórum Bebedouro (Residência Oficial),Não Informado,Não Informado,Não Informado,Barretos,0,Entrância Intermediária,Bebedouro,345.65,110V,"Rua Prudente de Moraes , 850 - Centro",14701130,Bebedouro,SP
803,Fórum Bilac (Residência Oficial),Não Informado,Não Informado,Não Informado,Araçatuba,0,Entrância Inicial,Bilac,460.54,110V,"Praça Oswaldo Martins , 200 - Centro",00000000,Bilac,SP
804,Prédio do Juizado Especial Cível VII Sorocaba – anexo FADI,(15) 3359-9629,Não Informado,Não Informado,Sorocaba,2,Entrância Final,Sorocaba,83.96,110V,"Rua Capitão Nascimento Filho , 76 - Jardim Vergueiro",18030-123,Sorocaba,SP
805,Fórum Ipaussu IV,Não Informado,Não Informado,ipaussuadm@tjsp.jus.br,Ourinhos,3,Entrância Inicial,Ipaussu,310.17,110V,"Praça Dr. Breno de Noronha , 148 - Centro",18950024,Ipaussu,SP
806,Fórum II Cravinhos (Residência Oficial),Não Informado,Não Informado,Não Informado,Ribeirão Preto,0,Entrância Inicial,Cravinhos,269.98,110V,"Avenida Fagundes , 199 - Centro",14140000,Cravinhos,SP
807,Fórum II Santo Anastácio (Residência Oficial) (Desativado),Não Informado,(18) 3263-9602,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Visconde de Mauá , 565 - Centro",19360000,Santo Anastácio,SP
808,Fórum Presidente Bernardes (CEJUSC),(18) 93500-1673,(18) 2144-9001,Não Informado,Presidente Prudente,0,Entrância Inicial,Presidente Bernardes,532.4,110V,"Rua Tebet Jacob , 306 - Centro",19300000,Presidente Bernardes,SP
809,Fórum II Patrocínio Paulista,(16) 3145-9801,Não Informado,Não Informado,Franca,0,Entrância Inicial,Patrocínio Paulista,330.22,110V,"Rua Pio Avelino , 1458 - Centro",00000000,Patrocínio Paulista,SP
810,Fórum Espírito Santo do Pinhal IV (Residência Oficial),Não Informado,Não Informado,Não Informado,São João da Boa Vista,0,Entrância Inicial,Espírito Santo do Pinhal,151.27,110V,"Praça Alvares Florence , 130 - Centro",13990000,Espírito Santo do Pinhal,SP
811,Residência Oficial - cedida para Prefeitura Municipal de Bariri-19ª Zona Eleitor,Não Informado,(14) 3662-3129,Não Informado,Jaú,0,Entrância Inicial,Bariri,270.85,110V,"Rua Francisco de Paula Carvalho , 41 - Não informado",17250-000,Bariri,SP
812,Fórum Suzano III - (Violência Doméstica),(11) 3489-2432,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Av. Paulo Portela S/N - Jardim Paulista - Prédio do Fórum  (sala 42) , S/N - Centro",08675-230,Suzano,SP
813,Fórum III Garça (Residência Oficial),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Maria Helena , 78 - Willians",17400-000,Garça,SP
814,Fórum São Carlos (desativado),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Antonio Rodrigues Cajado , 1777 - Vila Monteiro",13560-291,São Carlos,SP
815,Fórum Poá IV (Desativado e demolido),Não Informado,Não Informado,Não Informado,Mogi das Cruzes,0,Entrância Intermediária,Poá,29.75,110V,"Av. Antonio Massa , 155 - Não informado",08550-350,Poá,SP
816,Fórum V de Franca,Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Av. Dr. Ismael Alonso Y. Alonso , 2301 - Jd. Piratininga",14401426,Franca,SP
817,Fórum IV de Franca - Res Oficial (desativado),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"R. Major Claudiano , 1372 - Centro",14400690,Franca,SP
818,Fórum São José dos Campos IV (Univap),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Praça Cândido Dias Castejon , 116 - Centro",12245-913,São José dos Campos,SP
819,Fórum São José dos Campos IV (Anexo Unip),Não Informado,Não Informado,Não Informado,São José dos Campos,0,Entrância Final,São José dos Campos,86.77,110V,"Avenida Francisco José Longo , 1320 - Jardim São Dimas",12245-001,São José dos Campos,SP
820,Prédio do CEJUSC VIII Sorocaba - Casa do Cidadão da Nogueira Padilha,(15) 3211-1391,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Av. Nogueira Padilha , 1502 - Vila Hortência",18020-002,Sorocaba,SP
821,Fórum II São Simão (Residência Oficial),Não Informado,Não Informado,Não Informado,Ribeirão Preto,0,Entrância Inicial,São Simão,248.51,110V,"Rua Marechal Deodoro da Fonseca , 553 - Centro",14200-000,São Simão,SP
822,Fórum Francisco Morato IV,Não Informado,Não Informado,francmoratoadm@tjsp.jus.br,Jundiaí,0,Entrância Final,Francisco Morato,31.6,110V,"Rua João Mendes Júnior , 614 - Jardim Professor Francisco Morato",07910-220,Francisco Morato,SP
823,Fórum Itanhaém III (Residência Oficial),Não Informado,Não Informado,Não Informado,Itanhaém,0,Entrância Final,Itanhaém,72.3,110V,"Avenida Demerval Pereira Leite , 164 - Centro",11740-000,Itanhaém,SP
824,Fórum III Novo Horizonte (Juizado Especial Cível e Criminal),(17) 3543-9401,Não Informado,Não Informado,Catanduva,0,Entrância Inicial,Novo Horizonte,352.11,220V,"RUA SETE DE SETEMBRO , 869 - CENTRO",14960-058,Novo Horizonte,SP
825,Fórum Paranapanema III - (Seção de Execução Fiscal),(14) 3713-9608,Não Informado,paranapanemaadm@tjsp.jus.br,Avaré,0,Entrância Inicial,Paranapanema,213.59,110V,"Rua Avaré , 400 - Centro",18720-025,Paranapanema,SP
826,Fórum II Taquarituba (Residência Oficial),(14) 3762-8605,Não Informado,Não Informado,Avaré,0,Entrância Inicial,Taquarituba,265.85,110V,"R. Marechal Deodoro da Fonseca , 393 - Centro",18740-000,Taquarituba,SP
827,Foro Regional II - Santo Amaro - Casa do Advogado,Não Informado,Não Informado,Não Informado,São Paulo,0,Não Informado,São Paulo,0.0,110V,"Rua Alexandre Dumas , 224 - Santo Amaro",00000000,São Paulo,SP
828,Fórum II Ourinhos (Residência Oficial),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Abuassali Abujamra , 11 - Jardim Paulista",19907170,Ourinhos,SP
829,Fórum II Queluz (Arquivo),Não Informado,Não Informado,Não Informado,Guaratinguetá,0,Entrância Inicial,Queluz,221.2,110V,"Rua Prudente de Moraes , 282 - Centro",00000000,Queluz,SP
831,Fórum Assis V - (CEJUSC - UNIP),(18) 3324-7092,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Avenida Otto Ribeiro , 2378 - Jardim Canadá",19814-470,Assis,SP
832,Fórum Assis V - (Depósito),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rodovia Raposo Tavares , KM 446 - Não informado",00000000,Assis,SP
833,Fórum Fernandópolis IV (Psicólogos e Assist. Social),Não Informado,Não Informado,fernandservisocial@tjsp.jus.br,Fernandópolis,0,Entrância Final,Fernandópolis,519.93,110V,"Rua Brasil , 1220 - Jd. Bela Vista",15612-008,Fernandópolis,SP
834,Forum Arujá III (Setor Técnico),(11) 2192-2811,(11) 2192-2805,Não Informado,Guarulhos,0,Entrância Intermediária,Arujá,36.3,110V,"Rua Albino Rodrigues Neves , 610 - Center Ville",07401125,Arujá,SP
835,Fórum Arujá V (Salão do Júri),(11) 2833-8651,(11) 2192-2805,Não Informado,Guarulhos,0,Entrância Intermediária,Arujá,36.3,110V,"R.Albino Rodrigues Neves , 630 - CenterVille",07401-125,Arujá,SP
836,Fórum II Cruzeiro (Residência Oficial),Não Informado,Não Informado,Não Informado,Guaratinguetá,0,Entrância Intermediária,Cruzeiro,202.42,110V,"Rua Coronel Joaquim do Prado , 477 - Centro",12701-370,Cruzeiro,SP
